Real Time,Seconds,Count
1743631389.917739,0,0
1743631399.9284992,10,1
1743631409.9394207,20,4
1743631419.95059,30,7
1743631429.9614325,40,3
1743631439.9704666,50,5
1743631449.9816427,60,3
1743631459.9926772,70,3
1743631470.002973,80,4
1743631480.014074,90,2
1743631490.0242743,100,4
1743631500.0352454,110,5
1743631509.044466,120,5
