Real Time,Seconds,Count
1743634198.6569595,0,0
1743634208.667728,10,2
1743634218.6799347,20,2
1743634228.6896393,30,3
1743634238.7010503,40,2
1743634248.711918,50,5
1743634258.7224715,60,4
1743634268.7342741,70,2
1743634278.744305,80,3
1743634288.755077,90,1
1743634298.7658598,100,7
1743634308.7753994,110,3
1743634317.784213,120,1
