Real Time,Seconds,Count
1743631122.7203078,0,0
1743631132.731195,10,5
1743631142.7422853,20,5
1743631152.7534115,30,6
1743631162.76338,40,4
1743631172.7740905,50,6
1743631182.7849982,60,2
1743631192.7959971,70,4
1743631202.8071017,80,6
1743631212.8180768,90,5
1743631222.8288968,100,0
1743631232.8398492,110,3
1743631241.8495798,120,7
