Real Time,Seconds,Count
1743634501.6412525,0,0
1743634511.6517448,10,2
1743634521.662488,20,2
1743634531.6735802,30,0
1743634541.6844118,40,3
1743634551.6952412,50,3
1743634561.7064288,60,7
1743634571.7175093,70,3
1743634581.728474,80,1
1743634591.7395277,90,2
1743634601.7505512,100,0
1743634611.7606657,110,0
1743634620.7703996,120,5
