Real Time,Seconds,Count
1743634943.0883608,0,0
1743634953.0992634,10,2
1743634963.1102812,20,0
1743634973.1211174,30,1
1743634983.132082,40,0
1743634993.1429324,50,0
1743635003.1538773,60,0
1743635013.164953,70,0
1743635023.1760175,80,0
1743635033.1869986,90,0
1743635043.197973,100,1
1743635053.2082117,110,0
1743635062.2179334,120,1
