Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1746496141.6,37.87611846811334,-122.25794399940317,26.0,3.4,5.4,6.4,26.7487890625,32.82967572061472,994.5393693946149,156.95652892961624,12535991.0
1746496146.58,37.87611845596302,-122.25794397011181,28.4,3.4,5.4,6.4,26.742578125,32.841577835860846,994.522606444147,157.09821499704879,12535991.0
1746496151.61,37.87611844046799,-122.25794393275737,28.2,2.6,4.6,5.6,26.73390625,32.840773709912725,994.5197796907678,157.12210790008504,12535991.0
1746496156.64,37.87611843159808,-122.25794391137427,28.4,2.6,4.6,5.6,26.7240234375,32.82057443555348,994.5094341537304,157.209553071253,12535991.0
1746496161.62,37.87611842002676,-122.25794388347879,27.4,4.0,5.4,7.0,26.714609375,32.79815406334292,994.5136847748215,157.17362479874234,12535991.0
1746496166.6,37.876118413267854,-122.2579438671848,25.0,4.0,5.4,7.0,26.705078125,32.76438933234165,994.5111748740761,157.19483965253417,12535991.0
1746496171.62,37.87611840429817,-122.25794384556113,31.4,2.6,4.6,5.6,26.6952734375,32.74761064639889,994.5078701554751,157.22277288063577,12535991.0
1746496176.58,37.876118398977276,-122.25794383273383,31.4,2.6,4.6,5.6,26.685234375,32.74214817010732,994.5110934288105,157.1955281493128,12535991.0
1746496181.63,37.87611816303238,-122.25794329088957,28.6,2.6,4.6,5.6,26.676640624999997,32.75042193242987,994.5028627499456,157.26509799400404,12535991.0
1746496186.59,37.87611807504609,-122.25794307877736,29.8,2.6,4.6,5.6,26.6682421875,32.78138875131628,994.506358829513,157.23554727421737,12535991.0
1746496191.63,37.87611795543408,-122.2579427904239,30.2,2.0,4.0,5.6,26.658203125,32.812208926285884,994.5158023511613,157.15572615494943,12535991.0
1746496196.6,37.87611788289558,-122.2579426155524,27.8,2.0,4.0,5.6,26.650546875000003,32.82510836907761,994.5129118818168,157.18015765047883,12535991.0
1746496201.66,37.87611778341046,-122.25794237571982,28.6,2.8,5.0,6.0,26.642109375,32.83226569487264,994.5104668854535,157.20082391392162,12535991.0
1746496206.59,37.876117722582315,-122.25794222907923,25.8,2.8,5.0,6.0,26.6344921875,32.85537869237412,994.5062576315037,157.23640268156572,12535991.0
1746496211.6,37.87611763854189,-122.25794202647953,29.6,3.4,6.4,7.4,26.6344921875,32.85537869237412,994.5062576315037,157.23640268156572,12535991.0
1746496216.59,37.876117586802096,-122.2579419017481,27.6,3.4,6.4,7.4,26.627382812500002,32.88534856722074,994.509103059792,157.21235162921266,12535991.0
1746496221.62,37.876117514870664,-122.2579417283401,28.2,3.2,5.8,6.8,26.6230078125,32.921252245915156,994.5060684306345,157.2380018542774,12535991.0
1746496226.6,37.876117470325376,-122.25794162095288,26.8,3.2,5.8,6.8,26.617109375000002,32.94907605408475,994.4946573387178,157.33445481261865,12535991.0
1746496231.62,37.876117408063216,-122.25794147085492,26.8,3.0,5.8,6.8,26.612421874999995,32.97588269433841,994.5021693377035,157.27095904794018,12535991.0
1746496236.64,37.87611736931024,-122.25794137743165,29.2,3.0,5.8,6.8,26.60671875,32.990110167417235,994.5073225919135,157.22740104359073,12535991.0
1746496241.63,37.876117314891765,-122.25794124624325,26.2,3.0,6.0,7.0,26.601132812499998,32.99526723289277,994.5043733944618,157.25232920086128,12535991.0
1746496246.59,37.87611728087131,-122.25794116422863,26.4,3.0,6.0,7.0,26.5958984375,33.001592534752135,994.4975083553747,157.31035626036254,12535991.0
1746496251.66,37.87611723290318,-122.25794104859,25.8,3.2,6.2,6.2,26.59109375,32.99433385693249,994.499988803636,157.28939014243593,12535991.0
1746496256.59,37.87611720279876,-122.25794097601607,30.8,3.2,6.2,6.2,26.585507812499998,32.992679139408565,994.5105177834748,157.20039371234682,12535991.0
1746496261.6,37.876117160199165,-122.25794087331953,23.6,3.2,6.2,6.2,26.579257812499996,32.973935139896,994.4999115743556,157.2900429137782,12535991.0
1746496266.62,37.87611713337201,-122.25794080864634,24.2,4.0,6.8,6.8,26.572929687500004,32.974482290891714,994.4985081632974,157.3019053435799,12535991.0
1746496271.59,37.87611709528813,-122.2579407168358,31.4,4.0,6.8,6.8,26.563828125000004,32.96909627249274,994.4994632057724,157.29383284310637,12535991.0
1746496276.62,37.87611707123122,-122.25794065884087,26.6,3.4,6.0,6.0,26.5558984375,32.97630495433892,994.4985403517155,157.30163323462583,12535991.0
1746496281.57,37.87611703698189,-122.2579405762748,26.6,3.4,6.0,6.0,26.55,33.058644559799085,994.4930036772594,157.348432533651,12535991.0
1746496286.63,37.87611701528763,-122.25794052397545,31.6,3.0,6.4,6.4,26.55,33.058644559799085,994.4930036772594,157.348432533651,12535991.0
1746496291.59,37.87611701530454,-122.25794052401646,33.0,3.0,6.4,6.4,26.544101562499996,33.16829418489531,994.4978342512193,157.30760170200057,12535991.0
1746496296.62,37.87611701531582,-122.25794052404382,29.4,3.0,6.4,6.4,26.537187499999998,33.1960619973598,994.5041073820172,157.25457764748603,12535991.0
1746496301.59,37.87611701533282,-122.25794052408513,26.6,3.0,6.4,6.4,26.531679687500002,33.18418087158994,994.4999027831994,157.29011720748812,12535991.0
1746496306.64,37.87611701534409,-122.25794052411248,26.6,3.0,7.0,7.0,26.524531250000003,33.16873819898723,994.49265900022,157.35134586680056,12535991.0
1746496311.61,37.87611701536114,-122.25794052415368,28.8,3.0,7.0,7.0,26.52046875,33.162676710400184,994.4825336031747,157.4369322300262,12535991.0
