Time,Temp (C),Gas (Ohm),Humidity (%),PM 1.0: %d,PM 2.5: %d,PM 10: %d,Particles > 0.3um / 0.1L air,Particles > 0.5um / 0.1L air,Particles > 1.0um / 0.1L air,Particles > 2.5um / 0.1L air,Particles > 5.0um / 0.1L air,Particles > 10um / 0.1L air
1740008082.0757651,23.5743359375,132591,50.565352788647786,0,0,0,108,29,6,2,0,0
1740008083.0876458,23.5731640625,132695,50.5591860044083,0,0,0,108,29,6,2,0,0
1740008084.09933,23.5712109375,132800,50.5589363191911,0,0,0,108,29,6,3,0,0
1740008085.1112194,23.5690625,133433,50.558661671308336,0,0,0,108,29,6,3,0,0
1740008086.1230147,23.5690625,133645,50.558661671308336,0,0,0,108,29,6,3,0,0
1740008087.1344774,23.571796875,133751,50.58909792007576,0,1,1,120,34,6,3,0,0
1740008088.146376,23.5739453125,133433,50.60742718550277,0,1,1,120,34,6,3,0,0
1740008089.1582856,23.5762890625,133433,50.60170864949985,0,1,1,120,34,6,3,0,0
1740008090.1700954,23.5774609375,133221,50.61389556687903,0,1,1,123,35,6,3,0,0
1740008091.18203,23.58,133857,50.62625830736163,0,1,1,123,35,6,3,0,0
1740008092.1938877,23.5805859375,132800,50.63235253013355,0,1,1,123,35,6,3,0,0
1740008093.205015,23.58390625,133857,50.64481665374914,0,1,1,144,38,7,3,0,0
1740008094.2169046,23.58546875,133964,50.6450166851259,0,1,1,144,38,7,3,0,0
1740008095.2286649,23.58703125,133751,50.63317750044913,0,1,1,144,38,7,3,0,0
1740008096.2406394,23.5876171875,133645,50.64529173357333,0,0,0,144,36,6,2,0,0
1740008097.2525623,23.588203125,134392,50.639347024834194,0,0,0,144,36,6,2,0,0
1740008098.264472,23.5895703125,134285,50.633502503929606,0,0,0,144,36,6,2,0,0
1740008099.2762449,23.5911328125,135257,50.62166399126197,0,1,1,150,40,7,2,0,0
1740008100.2869365,23.592890625,134285,50.61586997955698,0,1,1,150,40,7,2,0,0
1740008101.297585,23.5946484375,134608,50.62211393485931,0,1,1,150,40,7,2,0,0
1740008102.3082793,23.5958203125,134285,50.60420746951792,0,1,1,144,40,6,2,0,0
1740008103.319033,23.596796875,134285,50.60433242383408,0,1,1,144,40,6,2,0,0
1740008104.3302846,23.5973828125,134608,50.59237072267679,0,1,1,144,40,6,2,0,0
1740008105.3421628,23.5989453125,134824,50.59257061668244,0,1,1,177,48,7,2,0,0
1740008106.3543398,23.601484375,135257,50.58085947720955,0,1,1,177,48,7,2,0,0
1740008107.3661733,23.6044140625,135366,50.56318165735196,0,1,1,177,48,7,2,0,0
1740008108.378048,23.6065625,134824,50.557439255622306,0,0,0,171,46,4,1,0,0
1740008109.3900368,23.607734375,135366,50.55157214225173,0,0,0,171,46,4,1,0,0
1740008110.4019191,23.610078125,135475,50.545855030167175,0,0,0,171,46,4,1,0,0
1740008111.413834,23.6122265625,135914,50.534096679155006,0,1,1,183,46,5,1,0,0
1740008112.4256349,23.614765625,135914,50.52840500874785,0,1,1,183,46,5,1,0,0
1740008113.4368026,23.6169140625,135804,50.51664767998776,0,1,1,183,46,5,1,0,0
1740008114.4485972,23.620234375,136798,50.51105631893821,0,0,0,198,46,4,0,0,0
1740008115.4604254,23.622578125,136910,50.487294855461656,0,0,0,198,46,4,0,0,0
1740008116.4723463,23.624921875,136798,50.4875942797764,0,0,0,198,46,4,0,0,0
1740008117.4843175,23.62765625,135585,50.47591419742395,0,0,0,186,41,4,0,0,0
1740008118.4962273,23.63078125,136023,50.464284682137645,0,0,0,186,41,4,0,0,0
1740008119.5080228,23.634296875,136244,50.44669201846432,0,0,0,186,41,4,0,0,0
1740008120.5198743,23.6383984375,135804,50.453229482619875,0,0,0,198,45,5,0,0,0
1740008121.531672,23.642890625,136687,50.43576237853253,0,0,0,198,45,5,0,0,0
1740008122.5432794,23.6466015625,136798,50.41819705453949,0,0,0,198,45,5,0,0,0
1740008123.555059,23.6481640625,136465,50.424409359144505,0,0,0,177,42,4,0,0,0
1740008124.5686274,23.650703125,137021,50.41270791230728,0,0,0,177,42,4,0,0,0
1740008125.58054,23.6540234375,136465,50.41914444458272,0,0,0,177,42,4,0,0,0
1740008126.5923893,23.6567578125,136354,50.431519623208345,0,0,0,168,41,4,0,0,0
1740008127.6043081,23.659296875,137245,50.46792714067796,0,0,0,168,41,4,0,0,0
1740008128.6161194,23.6618359375,136465,50.492311173972695,0,0,0,168,41,4,0,0,0
1740008129.628048,23.665546875,136798,50.49880091380477,0,0,0,177,44,3,0,0,0
1740008130.6397772,23.669453125,136687,50.49930022701173,0,0,0,177,44,3,0,0,0
1740008131.651701,23.674140625,136134,50.52396364474875,0,0,0,177,44,3,0,0,0
1740008132.6635187,23.6798046875,137021,50.52468798681063,0,0,0,171,42,4,1,0,0
1740008133.674697,23.68546875,137357,50.53744594071878,0,0,0,171,42,4,1,0,0
1740008134.6865082,23.6911328125,136687,50.5201202460035,0,0,0,171,42,4,1,0,0
1740008135.6983104,23.695625,136465,50.50866215550947,0,0,0,144,36,4,1,0,0
1740008136.7102067,23.6997265625,138147,50.515202902301695,0,0,0,144,36,4,1,0,0
1740008137.7208917,23.70421875,136910,50.497729095893234,0,0,0,144,36,4,1,0,0
1740008138.7315712,23.706953125,137133,50.4800320890249,0,0,0,144,36,4,1,0,0
1740008139.742213,23.71046875,137920,50.4624365335199,0,0,0,144,36,4,1,0,0
1740008140.7528794,23.7133984375,137807,50.456796325301966,0,0,0,144,36,4,1,0,0
1740008141.763521,23.71515625,137133,50.4449922673288,0,0,0,120,31,3,1,0,0
1740008142.7748013,23.7157421875,138832,50.43905307821623,0,0,0,120,31,3,1,0,0
1740008143.7867022,23.71671875,138374,50.40309763026265,0,0,0,120,31,3,1,0,0
1740008144.7996128,23.7176953125,138034,50.38518487495176,0,0,0,87,25,3,1,0,0
1740008145.8114922,23.7192578125,138488,50.36133711560829,0,0,0,87,25,3,1,0,0
1740008146.823339,23.7208203125,137807,50.355525181863094,0,0,0,87,25,3,1,0,0
1740008147.835191,23.7208203125,137469,50.31946140766785,0,0,0,99,30,3,1,0,0
1740008148.8469346,23.7208203125,139407,50.30744174279914,0,0,0,99,30,3,1,0,0
1740008149.858798,23.7208203125,138603,50.3014322090891,0,0,0,99,30,3,1,0,0
1740008150.8705068,23.7221875,138488,50.27757031108453,0,0,0,99,30,3,1,0,0
1740008151.8823307,23.72375,138034,50.283778223282596,0,0,0,99,30,3,1,0,0
1740008152.894085,23.7243359375,138832,50.26582717052631,0,0,0,99,30,3,1,0,0
1740008153.9058306,23.726484375,138717,50.24807692323045,0,0,0,102,30,3,1,0,0
1740008154.9177017,23.728828125,138374,50.24837551043439,0,0,0,102,30,3,1,0,0
1740008155.9296055,23.731953125,139061,50.230751215075344,0,0,0,102,30,3,1,0,0
1740008156.9414454,23.7360546875,138717,50.21925958240407,0,0,0,138,40,4,1,0,0
1740008157.953244,23.7395703125,138946,50.2317214355833,0,0,0,138,40,4,1,0,0
1740008158.9650908,23.74171875,138603,50.21998091821811,0,0,0,138,40,4,1,0,0
1740008159.9769018,23.742109375,138946,50.22003066707592,0,0,0,123,35,4,1,0,0
1740008160.9887764,23.7442578125,139988,50.1962781930894,0,0,0,123,35,4,1,0,0
1740008162.000517,23.746796875,139061,50.196601453008974,0,0,0,123,35,4,1,0,0
1740008163.012028,23.749921875,138946,50.19099323003769,0,0,0,114,32,3,0,0,0
1740008164.023802,23.753046875,138946,50.185385145382796,0,0,0,114,32,3,0,0,0
1740008165.0356483,23.7559765625,140221,50.17975233708477,0,0,0,114,32,3,0,0,0
1740008166.0475144,23.7591015625,138946,50.17414453054462,0,0,0,102,30,2,0,0,0
1740008167.0594115,23.760078125,139523,50.17426883332199,0,0,0,102,30,2,0,0,0
1740008168.0712624,23.76359375,138946,50.18072199054995,0,0,0,102,30,2,0,0,0
1740008169.0830266,23.76359375,138717,50.19273390161709,0,0,0,129,37,2,0,0,0
1740008170.0948899,23.76515625,139407,50.18692677767107,0,0,0,129,37,2,0,0,0
1740008171.1067724,23.766328125,139292,50.19308206550785,0,0,0,129,37,2,0,0,0
1740008172.1187534,23.76984375,139871,50.187523590457474,0,0,0,126,37,2,0,0,0
1740008173.1305256,23.773359375,139407,50.199983758779894,0,0,0,126,37,2,0,0,0
1740008174.1427233,23.77765625,139523,50.18251232096302,0,0,0,126,37,2,0,0,0
1740008175.1546,23.781171875,139292,50.1949722700553,0,0,0,126,36,2,0,0,0
1740008176.1666195,23.7852734375,139755,50.201501124609266,0,0,0,126,36,2,0,0,0
1740008177.1784935,23.788203125,139755,50.207881019692955,0,0,0,126,36,2,0,0,0
1740008178.1904285,23.7899609375,141163,50.19609160702216,0,0,0,138,40,5,0,0,0
1740008179.20228,23.7923046875,140221,50.208403499063294,0,0,0,138,40,5,0,0,0
1740008180.2140741,23.7940625,140455,50.20862742558248,0,0,0,138,40,5,0,0,0
1740008181.225909,23.7934765625,140338,50.202545977069576,0,0,0,132,36,5,0,0,0
1740008182.2377408,23.794453125,139988,50.196663751903245,0,0,0,132,36,5,0,0,0
1740008183.24914,23.794453125,140338,50.20867718758436,0,0,0,132,36,5,0,0,0
1740008184.260677,23.7950390625,139871,50.1967383814573,0,0,0,132,37,5,0,0,0
1740008185.2724257,23.7954296875,141282,50.190781704086575,0,0,0,132,37,5,0,0,0
1740008186.284256,23.7958203125,139988,50.18482521683529,0,0,0,132,37,5,0,0,0
1740008187.295973,23.7969921875,140455,50.178968400032474,0,0,0,111,32,4,0,0,0
1740008188.3078268,23.7973828125,140104,50.167006627043634,0,0,0,111,32,4,0,0,0
1740008189.3196707,23.797578125,140221,50.173037152207286,0,0,0,111,32,4,0,0,0
1740008190.3316116,23.799140625,140808,50.161224941381406,0,0,0,111,30,4,0,0,0
1740008191.3433857,23.799140625,140104,50.161224941381406,0,0,0,111,30,4,0,0,0
1740008192.3553898,23.7989453125,140926,50.161200077584645,0,0,0,111,30,4,0,0,0
1740008193.3672056,23.79953125,141519,50.173285835011036,0,0,0,141,37,4,0,0,0
1740008194.3791263,23.799140625,141282,50.18524805125632,0,0,0,141,37,4,0,0,0
1740008195.390985,23.7973828125,140690,50.197036904198576,0,0,0,141,37,4,0,0,0
1740008196.4027755,23.796015625,140808,50.19085632748163,0,0,0,159,43,4,0,0,0
1740008197.4127455,23.7954296875,141044,50.202794764538915,0,0,0,159,43,4,0,0,0
1740008198.4233935,23.7954296875,140573,50.172763606928015,0,0,0,159,43,4,0,0,0
1740008199.434122,23.7938671875,140573,50.14854340083161,0,0,0,132,36,4,0,0,0
1740008200.444751,23.79328125,140455,50.15447383884526,0,0,0,132,36,4,0,0,0
1740008201.4554513,23.7907421875,141400,50.124127747350144,0,0,0,132,36,4,0,0,0
1740008202.4673364,23.7872265625,141519,50.09966591239318,0,0,0,141,37,4,0,0,0
1740008203.4787333,23.7837109375,143085,50.06920530214566,0,0,0,141,37,4,0,0,0
