Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1746648771.55,37.8762846345968,-122.25976346211966,24.2,6.0,9.0,11.0,21.1005859375,52.3488322112196,1007.0651505776607,51.62081998684973,12535991.0
1746648776.5,37.876258160553846,-122.259815303525,24.0,6.0,9.0,11.0,21.1005859375,52.3488322112196,1007.0651505776607,51.62081998684973,12535991.0
1746648781.59,37.876258160553846,-122.259815303525,23.4,5.8,9.0,10.8,21.096601562500002,52.34958638216496,1007.0674004891501,51.6019948386007,12535991.0
1746648786.52,37.876298569808554,-122.25979015341505,24.6,5.8,9.0,10.8,21.091953125,52.35152120619428,1007.0627128039596,51.64121696009117,12535991.0
1746648791.6,37.87625128820079,-122.25979359417512,20.4,5.0,9.6,11.2,21.086796874999997,52.35212483918367,1007.0695156304082,51.584297345012644,12535991.0
1746648796.53,37.876248611108856,-122.2597950359186,25.4,5.0,9.6,11.2,21.0828515625,52.35288407541641,1007.0735443595083,51.55058891049862,12535991.0
1746648801.56,37.876323308707974,-122.2597854426099,21.2,5.0,10.0,13.0,21.0776171875,52.36740556122099,1007.0750747216264,51.53778436980174,12535991.0
1746648806.54,37.87637677124906,-122.25978272577325,25.2,5.0,10.0,13.0,21.072382812500003,52.386993367407705,1007.0786614783659,51.507774049163935,12535991.0
1746648811.53,37.87641062754644,-122.2597480545361,25.2,5.0,10.0,12.2,21.066953125,52.4052915789351,1007.0781511470301,51.512043950976135,12535991.0
1746648816.49,37.87641062754644,-122.2597480545361,23.4,5.0,10.0,12.2,21.066953125,52.4052915789351,1007.0781511470301,51.512043950976135,12535991.0
1746648831.55,37.876327032806046,-122.2597687484321,52.0,5.0,10.0,12.0,21.0494140625,52.458768467111234,1007.1005780106603,51.32440070341666,12535991.0
1746648836.52,37.87632691286306,-122.25976846752029,21.2,5.0,10.0,12.0,21.041523437499997,52.50716429511293,1007.0901250192771,51.41185940153048,12535991.0
1746648841.55,37.87632638984684,-122.25976446174208,25.4,4.6,8.0,10.0,21.036406250000002,52.486233198041894,1007.084995337878,51.45477909650443,12535991.0
1746648846.58,37.876323263916184,-122.25975897673034,23.4,4.6,8.0,10.0,21.032695312500003,52.456617484659354,1007.0760478678556,51.52964207462445,12535991.0
1746648851.52,37.87633402263099,-122.25975374035328,21.4,4.0,8.0,10.0,21.032695312500003,52.456617484659354,1007.0760478678556,51.52964207462445,12535991.0
1746648856.53,37.87634041605258,-122.25975763116558,23.2,4.0,8.0,10.0,21.0284375,52.45733652079944,1007.0730407098272,51.5548029525689,12535991.0
1746648861.53,37.87633075040267,-122.25976084688791,23.2,4.2,8.2,9.2,21.02265625,52.4553262931037,1007.0657722871134,51.61561804397597,12535991.0
1746648866.53,37.876331011424185,-122.25976117580844,23.2,4.2,8.2,9.2,21.017070312500003,52.48121123250603,1007.0673987275792,51.60200954970378,12535991.0
1746648871.55,37.87632733836526,-122.25978113913543,24.4,4.4,10.2,11.4,21.012070312500004,52.49703873693003,1007.0713757508463,51.568733661642206,12535991.0
1746648876.53,37.87633956158198,-122.25975629927977,23.8,4.4,10.2,11.4,21.0076171875,52.52054045644654,1007.070440784516,51.5765565371956,12535991.0
1746648881.59,37.87632277389843,-122.25975812306858,20.8,5.0,11.2,12.6,21.0022265625,52.55152812608715,1007.0693088832993,51.586027192510414,12535991.0
1746648886.52,37.8763232561254,-122.25975823367442,25.0,5.0,11.2,12.6,20.996953124999997,52.567325533331804,1007.0714573237674,51.568051142983464,12535991.0
1746648891.55,37.87632672672356,-122.25976139912763,28.4,4.4,11.0,12.4,20.9919140625,52.58061932543624,1007.0767392800519,51.523857025838936,12535991.0
1746648896.54,37.87632672672356,-122.25976139912763,23.8,4.4,11.0,12.4,20.98859375,52.599205776323096,1007.0752993173658,51.53590518685716,12535991.0
1746648901.56,37.87630739157786,-122.25975754893983,20.4,4.0,9.6,11.6,20.984101562499998,52.611304194830765,1007.0736131492009,51.55001334599103,12535991.0
1746648906.54,37.87631184248173,-122.25976273173386,21.4,4.0,9.6,11.6,20.9789453125,52.61824648696761,1007.0653330248181,51.61929340443246,12535991.0
1746648911.54,37.87631195993821,-122.2597585365414,21.4,4.2,8.4,10.4,20.973007812499997,52.631427550736746,1007.0523193860445,51.7281798728122,12535991.0
1746648916.53,37.87632463406434,-122.25976411657113,23.4,4.2,8.4,10.4,20.9690234375,52.63598568066048,1007.0535385379566,51.71797912499611,12535991.0
1746648921.58,37.8763229021936,-122.25976372269302,25.0,4.4,9.0,10.4,20.964609375000002,52.65316815292452,1007.0543817599275,51.71092370099749,12535991.0
1746648926.52,37.87632330598849,-122.25976394093897,23.0,4.4,9.0,10.4,20.964609375000002,52.65316815292452,1007.0543817599275,51.71092370099749,12535991.0
1746648931.57,37.8763378652251,-122.25976061894622,25.6,4.4,8.4,10.4,20.959296875,52.660091972704706,1007.0461830166525,51.7795239275046,12535991.0
1746648936.52,37.876320215689475,-122.2597661103258,24.8,4.4,8.4,10.4,20.9552734375,52.68239925766973,1007.0452804331853,51.787075973680466,12535991.0
1746648941.56,37.87632605686369,-122.25977149658915,21.6,5.0,8.2,10.0,20.95,52.70328005323438,1007.0597647927167,51.6658832412718,12535991.0
1746648946.53,37.87632605686316,-122.25977149659579,19.2,5.0,8.2,10.0,20.945585937500002,52.70905217410327,1007.052725667,51.72478047589989,12535991.0
1746648951.56,37.876321687880875,-122.25977463800491,25.0,4.6,7.6,8.0,20.9401171875,52.70834717969761,1007.0452934959806,51.78696672128201,12535991.0
1746648956.53,37.87632030403552,-122.25975733270971,21.0,4.6,7.6,8.0,20.935,52.69627196989366,1007.0326236033063,51.89297887551546,12535991.0
1746648961.55,37.87632724339212,-122.25976630786265,24.4,5.0,8.6,9.6,20.9303125,52.70200897507336,1007.0121052769562,52.06466267566608,12535991.0
1746648966.51,37.8763242803086,-122.25975266669195,24.4,5.0,8.6,9.6,20.926132812499997,52.710348240918165,1007.020193522395,51.99698517001248,12535991.0
1746648971.57,37.876324533656835,-122.25975293958726,21.8,5.4,9.2,9.8,20.9218359375,52.72374664615442,1007.040079366566,51.830594564212426,12535991.0
1746648976.56,37.876315258881704,-122.2597645198632,22.4,5.4,9.2,9.8,20.916992187499996,52.7358063836832,1007.0648757797862,51.623119247473525,12535991.0
1746648981.53,37.876311015161484,-122.25977264924708,20.4,5.4,9.2,9.8,20.9119140625,52.755448411461124,1007.0604951447261,51.65977231055266,12535991.0
1746648986.56,37.87630834336966,-122.2597581957628,23.4,5.0,9.0,10.4,20.906953125,52.7751076419154,1007.0628212061583,51.64030994765066,12535991.0
1746648991.54,37.87631831788059,-122.25976115194916,20.8,5.0,9.0,10.4,20.900624999999998,52.78824772113111,1007.0721126022032,51.56256841715115,12535991.0
1746648996.55,37.876311013831696,-122.25975677808668,24.6,4.4,8.4,10.0,20.895859375,52.78636370479887,1007.064142324685,51.62925612920873,12535991.0
1746649001.49,37.87631130956188,-122.25975694590201,21.6,4.4,8.4,10.0,20.895859375,52.78636370479887,1007.064142324685,51.62925612920873,12535991.0
1746649006.56,37.876319230287066,-122.25976309621008,20.4,4.0,8.0,9.2,20.892421875,52.80749127862348,1007.0628478934977,51.640086648899896,12535991.0
1746649011.52,37.87630888933467,-122.25976937442732,23.8,4.0,8.0,9.2,20.888515625,52.812062836029796,1007.0484336737254,51.76069233268517,12535991.0
1746649016.55,37.8763169314499,-122.25976152360496,23.8,4.0,8.0,10.0,20.885703125,52.824390239094306,1007.0413313172912,51.820119042406404,12535991.0
