Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1746493099.94,37.875622505236514,-122.26126875906063,26.4,2.0,4.0,6.0,27.103515625,31.71252748489193,995.2493158147388,150.95759288128122,12535991.0
1746493104.96,37.87563499643659,-122.26128415172919,21.2,2.0,4.0,6.0,27.093046875,31.732985208018686,995.2303974589547,151.11740500727802,12535991.0
1746493110.06,37.87561980769146,-122.2612931753939,23.8,2.0,4.2,6.0,27.077421875,31.73157352873588,995.2158105281185,151.24062929340565,12535991.0
1746493114.92,37.875619807697454,-122.26129317540587,22.2,2.0,4.2,6.0,27.0622265625,31.726821631575955,995.2157633826388,151.24102755175787,12535991.0
1746493119.96,37.87561280227098,-122.26127030349808,25.8,2.0,5.0,6.0,27.0461328125,31.725367991810835,995.2176985733493,151.22467982698726,12535991.0
1746493124.91,37.87559102834093,-122.26128368643468,24.6,2.0,5.0,6.0,27.03,31.71377424225841,995.2147265446481,151.24978641275192,12535991.0
1746493129.96,37.87561278511538,-122.26125249475962,20.0,1.6,4.0,5.0,27.013593750000002,31.70891416544942,995.2164921136749,151.23487150613724,12535991.0
1746493134.89,37.87568521871262,-122.2612577878703,20.0,1.6,4.0,5.0,26.9992578125,31.729020196442526,995.2126643837726,151.267206875657,12535991.0
1746493139.98,37.87560784114408,-122.26125138848273,23.2,2.0,5.0,5.4,26.985507812499996,31.754813683241025,995.2149853800736,151.24759986847795,12535991.0
1746493144.91,37.87560754571551,-122.26125109571024,25.6,2.0,5.0,5.4,26.9687109375,31.784841900113157,995.2074607110833,151.3111657221779,12535991.0
1746493149.99,37.87561486762644,-122.2612566053324,26.6,3.0,6.0,7.0,26.953242187500003,31.81274098828964,995.1996954942799,151.37676409203902,12535991.0
1746493169.97,37.87563544179418,-122.26125248276715,46.6,2.2,5.6,6.2,26.908281250000005,32.408508292141654,995.1929462728634,151.43377993004836,12535991.0
1746493174.92,37.87568036979065,-122.26129101888824,25.0,2.2,5.6,6.2,26.886328125,33.07752547145277,995.2001163809149,151.37320853570995,12535991.0
1746493179.94,37.875663756915316,-122.26129704045326,22.2,3.6,6.0,6.8,26.871210937500003,33.23755697799668,995.2057173119592,151.3258934637924,12535991.0
1746493184.91,37.87566309278793,-122.26129652711288,23.2,3.6,6.0,6.8,26.858125,33.13512187732679,995.208083593597,151.30590379454298,12535991.0
1746493189.96,37.87565627617716,-122.26129150009375,23.2,2.4,4.4,5.4,26.84546875,32.907885437813505,995.2121919531588,151.2711977270385,12535991.0
1746493194.94,37.87565271015805,-122.26127962232707,24.6,2.4,4.4,5.4,26.832421875,32.71495656025067,995.2059770569915,151.32369933376458,12535991.0
1746493199.94,37.87569147876876,-122.26131995860104,27.6,2.6,4.6,5.6,26.819375,32.5721192094597,995.2208515463575,151.1980448763309,12535991.0
1746493204.87,37.875664186635156,-122.26129611979884,24.0,2.6,4.6,5.6,26.819375,32.5721192094597,995.2208515463575,151.1980448763309,12535991.0
1746493209.94,37.87566436806098,-122.2612962671502,23.8,2.8,4.8,5.0,26.8061328125,32.454298136834765,995.2274521952052,151.14228528828238,12535991.0
1746493214.91,37.875641811040204,-122.26126930496908,25.8,2.8,4.8,5.0,26.793671875,32.381882916717345,995.2180488542957,151.22172075347436,12535991.0
1746493219.95,37.87561487976972,-122.26125713866112,22.6,3.4,5.4,5.4,26.779414062500003,32.37944388082117,995.2157195958735,151.2413974652472,12535991.0
1746493224.91,37.875664100725125,-122.26129758516643,23.4,3.4,5.4,5.4,26.7676171875,32.389671924744675,995.214320288833,151.25321828847513,12535991.0
1746493229.97,37.87563865591953,-122.26128098077236,20.6,3.4,5.0,5.0,26.7563671875,32.389771609462684,995.2176213765857,151.2253319424894,12535991.0
1746493234.92,37.875628365545076,-122.26126975054186,20.6,3.4,5.0,5.0,26.7461328125,32.38091703118103,995.2180959554004,151.2213228479402,12535991.0
1746493239.94,37.875628533516135,-122.26126465370695,20.6,4.0,5.2,6.8,26.733242187500004,32.36955833108349,995.2135156273077,151.26001582871126,12535991.0
1746493244.95,37.87562849255655,-122.26126470310722,24.2,4.0,5.2,6.8,26.7180859375,32.39983536482802,995.2124725014116,151.26882786706568,12535991.0
1746493249.94,37.875634095905795,-122.26127171517994,26.8,4.0,6.0,8.0,26.705585937499997,32.459771596509434,995.2164830473254,151.2349481158792,12535991.0
1746493254.91,37.87564460155274,-122.26127994299293,25.4,4.0,6.0,8.0,26.690781249999997,32.4459678485257,995.2160155998988,151.23889693062804,12535991.0
1746493259.96,37.875642755767565,-122.26127893354943,23.8,4.0,6.0,8.0,26.677578125000004,32.606640348480234,995.2116105358634,151.27610939028597,12535991.0
1746493264.91,37.87563053803601,-122.26127650357698,26.0,4.0,6.0,8.0,26.6654296875,32.80834573788669,995.2103199805575,151.2870115436437,12535991.0
1746493269.95,37.87562134088896,-122.26127609099619,22.0,3.2,5.8,7.8,26.6520703125,32.877427733151364,995.2160263823209,151.23880582771523,12535991.0
1746493274.92,37.87561480406536,-122.26127572309937,26.6,3.2,5.8,7.8,26.639765625000003,32.87855578362818,995.223118700789,151.1788927934317,12535991.0
1746493279.91,37.8756133824979,-122.26127372015539,22.0,3.0,5.6,7.6,26.639765625000003,32.87855578362818,995.223118700789,151.1788927934317,12535991.0
1746493284.93,37.87561080403266,-122.26127645408388,21.4,3.0,5.6,7.6,26.630234374999997,32.80735432518642,995.2188671906375,151.21480782670446,12535991.0
